지역,일자,지명,주소,좌표
인천,5/12,코로나19현대유비스병원선별진료소,인천미추홀구숭의동340-1,"37.4617331307801,126.64317791044002"
인천,5/12,용현시장,인천미추홀구용현동492-34,"37.45847410943429,126.653753461842"
서울,5/7,길동우동신림2호점,서울관악구신림동1639-1,"37.483668111048196,126.92701428601201"
인천,5/10,인천터미널역인천1호선,인천미추홀구관교동14,"37.44191667338969,126.69969488987601"
인천,5/10,센트럴파크역인천1호선,인천연수구송도동78,"37.39284554326571,126.63498881494901"
인천,5/12,코로나19연수구보건소선별진료소,인천연수구청학동465-2,"37.41913158856801,126.671155425658"
인천,5/6,이마트동인천점,인천중구신생동38-1,"37.46655522292319,126.629100900982"
인천,5/7,김훈수내과의원,인천중구신흥동3가3-4,"physici,37.4659643151455"
인천,5/7,우리약국,경기성남시수정구신흥동34,"37.44924343370429,127.145741742057"
인천,5/12,세움학원,인천미추홀구숭의동293-8,"37.4583350265721,126.64936416159799"
인천,5/13,인천광역시의료원,인천동구송림동318-1,"37.4788434212658,126.668610185659"
서울,5/6,역전할머니맥주노량진점,서울동작구노량진동117-24,"37.5128233846462,126.944531364829"
인천,5/11,고봉민김밥인인천영종하늘도시점,인천중구중산동1884-1,"imbpmdebyGoBomi,37.4895438831582"
인천,5/11,에그셀렌트,인천중구중산동1875-3,"37.487298473058,126.557479508524"
인천,5/12,메가커피영종하늘달빛점,인천중구중산동1875-5,"37.486921330979776,126.55782094023999"
인천,5/13,인하대병원,인천중구신흥동3가7-206,"37.4588334876626,126.63427046665801"
서울,5/7,OUDO,서울성동구성수동1가16-4,"37.545467493529394,127.04956784707001"
서울,5/7,뚝섬역2호선,서울성동구성수동1가656-284,"37.54724155467899,127.04738727881"
경기,5/12,코로나19장안구보건소선별진료소,경기수원시장안구조원동888,"37.30437595313949,127.01028699688202"
경기,5/13,성남시의료원,경기성남시수정구태평동3309,"37.445053152463494,127.138727193654"
경기,5/5,피자스쿨수원남문점,경기수원시팔달구팔달로2가47-9,"37.27764672930851,127.01739601452398"
경기,5/9,킹핀볼링장,경기수원시장안구정자동872-2,"37.2970021724846,126.99415322522772"
경기,5/12,코로나19오정보건소선별진료소,경기부천시오정동129,"37.52822127906219,126.796426613751"
경기,5/13,경기도의료원안성병원,경기안성시신소현동99,"37.01735255326614,127.26036636531445"
경기,5/12,코로나19일산동구보건소선별진료소,경기고양시일산동구마두동1010,"37.655694553150205,126.776159934729"
경기,5/12,코로나19화성시보건소동탄보건지소선별진료소,경기화성시석우동60,"37.20701972779511,127.07842533784334"
충남,5/12,코로나19공주시보건소선별진료소,충남공주시교동120,"36.457118767488296,127.120655290229"
서울,5/11,코로나19노원구보건소선별진료소,서울노원구상계동701-1,"37.6546642208363,127.05698372406"
서울,5/5,보그헤어공릉역점,서울노원구공릉동388-3,"37.6263996801249,127.074353012553"
서울,5/5,공릉역7호선,서울노원구공릉동385-4,"37.625542764855794,127.073033585328"
서울,5/6,공릉역7호선,서울노원구공릉동385-4,"37.625542764855794,127.073033585328"
서울,5/6,공릉역7호선,서울노원구공릉동385-4,"37.625542764855794,127.073033585328"
서울,5/12,서울특별시서북병원,서울은평구역촌동산31-1,"37.604234501517695,126.90441935029999"
서울,5/9,크린토피아코인워시송파파크하비오점,서울송파구문정동618,"37.481587073865384,127.122685666116"
서울,5/11,롯데프리미엄푸드마켓문정점,서울송파구문정동618,"37.481453494537995,127.122907048438"
서울,5/12,코로나19송파구보건소선별진료소,서울송파구신천동29-5,"37.5145795416534,127.10655565199299"
인천,5/13,코로나19미추홀구보건소선별진료소,인천미추홀구도화동357-1,"37.46109730656191,126.67744386263398"
인천,5/10,세움학원,인천미추홀구숭의동293-8,"37.4583350265721,126.64936416159799"
인천,5/11,대한서림,인천중구인현동21-3,"37.47512720534301,126.63076788257"
인천,5/11,마라천하신포2호점,인천중구신생동2-3,"37.47074579289844,126.62510101541841"
인천,5/11,인성여자고등학교,인천중구송학동2가18-1,"37.47421329757258,126.62438730724156"
인천,5/11,설빙신포점,인천중구신포동26-22,"37.4710582503399,126.62504067129102"
인천,5/11,세움학원,인천미추홀구숭의동293-8,"37.4583350265721,126.64936416159799"
인천,5/12,동대문엽기떡볶이동인천점,인천중구인현동27-25,"37.47472641885997,126.63024303702382"
인천,5/13,인천광역시의료원,인천동구송림동318-1,"37.4788434212658,126.668610185659"
인천,5/6,온사랑교회,인천동구송현동164,"37.476865718460395,126.638202814461"
인천,5/8,온사랑교회,인천동구송현동164,"37.476865718460395,126.638202814461"
인천,5/10,온사랑교회,인천동구송현동164,"37.476865718460395,126.638202814461"
인천,5/11,대영옛날통닭,인천중구관동3가6-8,"37.4721688869934,126.62409457189499"
인천,5/12,코로나19미추홀구보건소선별진료소,인천미추홀구도화동357-1,"37.46109730656191,126.67744386263398"
인천,5/10,팔복교회,인천미추홀구용현동124-8,"37.455136665045096,126.65992173878499"
서울,5/7,한신포차홍대점,서울마포구서교동407-23,"37.5505767556212,126.921607658947"
서울,5/6,CU마포애오개점,서울마포구공덕동105-97,"37.550940533415,126.955919368882"
서울,5/6,오또꼬,서울마포구아현동437-3,"37.55133346460259,126.956177158523"
서울,5/9,헤어아티스트엠,서울마포구성산동590-1,"37.565951982161586,126.903023990872"
서울,5/9,써브웨이마포구청점,서울마포구성산동591-5,"37.56516282962739,126.90316989452698"
서울,5/9,오렌지룸홍대점,서울마포구서교동358-57,"37.55265279466439,126.921818242426"
서울,5/9,빨강우산홍대점,서울마포구서교동331-10,"37.55584117111389,126.92560850163702"
서울,5/10,빨강우산홍대점,서울마포구서교동331-10,"37.55584117111389,126.92560850163702"
서울,5/10,두리닭발홍대점,서울마포구서교동347-6,"37.55574279316146,126.92534037757144"
서울,5/7,서울역,서울용산구동자동43-205,"37.554678838867396,126.970606917394"
서울,5/7,홍대입구역공항철도,서울마포구동교동,"37.55730526566669,126.92701043034599"
서울,5/7,GS25팰리스점,서울마포구동교동165-8,"37.5558938066232,126.923381184823"
서울,5/7,락휴코인,서울마포구동교동163-9,"37.554985123654,126.92264875648999"
서울,5/7,1943,서울마포구서교동363-7,"37.5510565559898,126.922317843252"
전남,5/12,코로나19영암군보건소승차진료소,전남영암군영암읍춘양리525,"34.794966942579805,126.70404118840199"
전남,5/12,광명역,경기광명시일직동276-8,"37.416451341811104,126.88480397548899"
전남,5/12,나주역,전남나주시송월동409-1,"35.014250196664406,126.71704501400998"
전남,5/13,전라남도강진의료원,전남강진군강진읍서성리578-11,"34.6368186838237,126.75790103661899"
경기,5/14,경기도의료원안성병원,경기안성시신소현동99,"37.01735255326614,127.26036636531445"
경기,5/14,코로나19광명시보건소선별진료소,경기광명시하안동230-1,"37.4566775267623,126.878851478017"
경기,5/7,이마트평촌점,경기안양시동안구관양동1608,"37.39492964284795,126.96364732748665"
경기,5/9,학의천,경기안양시동안구관양동,"37.398664211469196,126.973134504851"
경기,5/9,빵굽는마을,경기안양시동안구비산3동360-17,"37.4004933409649,126.94671494739401"
경기,5/9,우루루,경기안양시동안구관양동736-4,"37.40127371428691,126.96075974782201"
경기,5/9,관악정성약국,경기안양시동안구비산동1102,"Ld.,37.396080191867604"
경기,5/11,동안구보건소,경기안양시동안구비산동1111,"37.3930351643306,126.95205046262001"
대구,5/12,대구의료원,대구서구중리동1162,"35.8596230379832,128.5405596860952"
인천,5/13,코로나19미추홀구보건소선별진료소,인천미추홀구도화동357-1,"37.46109730656191,126.67744386263398"
인천,5/13,코로나19남동구보건소선별진료소,인천남동구만수동1008,"37.447404675386814,126.730705510279"
부산,5/10,강장집,인천남동구만수동1008,"35.355825,129.352948"
부산,5/11,강장집,인천남동구만수동1008,"35.355825,129.352948"
부산,5/12,부산의료원,부산연제구거제동1518,"35.18729655432529,129.05922489147238"
서울,5/10,gf소아청소년과,서울서초구방배동1671,"37.48692222390779,126.98282694295"
서울,5/10,방배대한약국,서울서초구방배동1547,"Ld.,37.487012318132905"
서울,5/6,양재시민의숲역신분당선,서울서초구양재동237-2,"37.4701332061395,127.03847134138098"
서울,5/6,반포쇼핑타운6동,서울서초구잠원동69-14,"37.50705177572709,127.006582435031"
부산,5/6,미니스톱서래나루점,서울서초구반포동115-5,"37.509444853226526,126.99357343817191"
경기,5/8,수원역,경기수원시팔달구매산로1가18,"37.2657903079673,127.00009470029198"
경기,5/8,지슥이네심야식당,경기수원시장안구정자동875,"37.29635345353286,126.99474651948002"
경기,5/9,킹핀볼링장,경기수원시장안구정자동872-2,"37.2970021724846,126.99415322522772"
경기,5/10,수원역지하상가,경기수원시팔달구매산로1가18,"37.265725432986706,127.00001803813498"
경기,5/10,삼구포차수원역점,경기수원시팔달구매산로2가28-4,"37.26848617073859,127.00357619088498"
경기,5/7,부부설렁탕,경기평택시이충동609-5,"37.0520672215813,127.057033682554"
경기,5/8,주노네한식,경기평택시서정동434-5,"37.060440591387405,127.053836709142"
경기,5/10,365연합의원,경기평택시이충동610-1,"37.052085106529994,127.05731699819398"
경기,5/9,현대백화점천호점,서울강동구천호동572,"37.538841968226784,127.1244432563588"
경기,5/9,미니스톱길동현대점,서울강동구길동470,"37.53696656116149,127.147722622138"
경기,5/13,길동역5호선,서울강동구길동391-15,"37.537826487415906,127.140021295948"
경기,5/13,천호역5호선,서울강동구성내동62-1,"37.53851121202969,127.12392845044002"
경기,5/13,강동구청역8호선,서울강동구성내동62-1,"37.5302111983522,127.12044373032"
서울,5/12,더베스트독서실,서울도봉구창동607-27,"37.64318924938021,127.03947139570002"
서울,5/13,서울이비인후과의원,서울도봉구창동581-76,"37.63918206242089,127.038281889034"
서울,5/13,코로나19도봉구보건소선별진료소,서울도봉구쌍문동565,"37.65791512417859,127.038844549549"
서울,5/13,한일병원,서울도봉구쌍문동388-1,"37.646116875386134,127.0290268239299"
서울,5/14,서울특별시서울의료원,서울중랑구신내동316,"37.6128675208202,127.09809248467599"
대구,5/14,계명대학교대구동산병원,대구중구동산동194,"35.86974791242753,128.58293905690988"
경기,5/15,경기도의료원안성병원,경기안성시신소현동99,"37.01735255326614,127.26036636531445"
경기,5/15,동국대학교일산병원,경기고양시일산동구식사동814,"37.67663005128267,126.80639624173581"
경기,5/8,롯데슈퍼신천점,서울송파구잠실동19-8,"37.51207353105822,127.08304093749976"
경기,5/9,희망동물병원,서울송파구잠실동175-12,"37.5114538487451,127.080527581839"
경기,5/9,봉평발아메밀막국수발아메밀본점,서울송파구석촌동173-5,"37.5048860211986,127.105121375878"
경기,5/9,롯데슈퍼신천점,서울송파구잠실동19-8,"37.51207353105822,127.08304093749976"
경기,5/11,희망동물병원,서울송파구잠실동175-12,"37.5114538487451,127.080527581839"
경기,5/11,W약국,서울송파구잠실동181-3,"37.511486416397496,127.08164850640452"
경기,5/11,롯데슈퍼신천점,서울송파구잠실동19-8,"37.51207353105822,127.08304093749976"
경기,5/12,더하늘약국,서울송파구잠실동19-9,"37.512070251395706,127.08423704884099"
경기,5/12,상쾌한이비인후과,서울송파구잠실동19-9,"37.512107227206094,127.08418845401899"
경기,5/13,코로나19송파구보건소선별진료소,서울송파구신천동29-5,"37.5145795416534,127.10655565199299"
경기,5/13,홈런마트,서울강동구천호동399-4,"37.5424697474018,127.12939353536402"
인천,5/8,리드101송도점,인천연수구송도동22-4,"37.39469277949102,126.6451018295008"
인천,5/9,태양의해변펜션,인천강화군화도면내리1833-27,"37.636100522706606,126.38637605378999"
인천,5/10,편가네된장,인천강화군화도면상방리599-4,"37.640534782817,126.41942339533502"
인천,5/10,갤러리도솔,인천강화군길상면장흥리388-7,"37.64197975037689,126.50646528161"
인천,5/10,강화씨사이드리조트,인천강화군길상면선두리산343-2,"37.61711169387103,126.49809400221085"
경기,5/12,픽미픽미아이스동탄영천점,경기화성시영천동651-1253,"37.2062292434548,127.11514157602001"
서울,5/2,쥬씨,서울금천구시흥동110-4,"37.455343467243814,126.897285305053"
서울,5/6,보물창고,서울금천구시흥동875,"37.45645432860549,126.90250097246201"
서울,5/13,GS25금천금하로점,서울금천구시흥동844-31,"37.456059693999805,126.90472126401002"
서울,5/13,CU금천교차로점,서울금천구시흥동870-9,"37.45756942856331,126.899922539931"
서울,5/10,GS25봉천한가온점,서울관악구봉천동41-538,"37.4844632604011,126.952697626474"
서울,5/14,신성심약국,서울관악구봉천동859-8,"37.4833717244523,126.953928456866"
서울,5/7,타이거슈가잠실점,서울송파구신천동8,"37.5133199977456,127.100314731974"
경기,5/11,크린토피아안양인덕원역점,경기안양시동안구관양동1484-16,"37.401353001071506,126.973766015763"
서울,5/11,박가네짬뽕,서울서대문구연희동309-4,"37.564988680615194,126.932594297151"
서울,5/12,대가감자탕뼈해장국,서울서대문구남가좌동338-39,"37.57662848862421,126.92488595331999"
서울,5/11,양자강,서울용산구원효로2가1-71,"37.538246595976005,126.96467539559302"
경기,5/6,그레이스짐,경기의왕시삼동200-52,"37.32123070024959,126.95266925028999"
서울,5/12,불광역3호선,서울은평구불광동276-15,"37.6100477979795,126.930315826401"
서울,5/12,효창공원앞역6호선,서울용산구효창동74-6,"37.53930875033059,126.96139810074999"
서울,5/13,불광역3호선,서울은평구불광동276-15,"37.6100477979795,126.930315826401"
서울,5/13,효창공원앞역6호선,서울용산구효창동74-6,"37.53930875033059,126.96139810074999"
서울,5/14,코로나19종로구보건소선별진료소,서울종로구옥인동45-30,"37.581830891505994,126.96922410105599"
서울,5/15,서울특별시서북병원,서울은평구역촌동산31-1,"37.604234501517695,126.90441935029999"
경기,5/12,철산역7호선,경기광명시철산동526,"37.476192842453685,126.868211027014"
경기,5/12,맥도날드철산역점,경기광명시철산동404,"37.47550485559741,126.86855591507401"
경기,5/12,앤하우스광명점,경기광명시철산동403,"37.47561687702599,126.86882252347401"
경기,5/12,궁노래연습장,경기광명시철산동420,"37.47469373736919,126.86836740925101"
서울,5/12,커피빈남대문점,서울중구남대문로5가581,"37.5543372181178,126.973830180919"
서울,5/13,커피빈남대문점,서울중구남대문로5가581,"37.5543372181178,126.973830180919"
대전,5/6,충남대학교생명시스템과학대학,대전유성구궁동3-5,"36.375878875021606,127.343793718422"
서울,5/8,우주식품디씨오피,서울송파구가락동600,"37.49342562299919,127.11623913408872"
서울,5/8,가락시장역8호선,서울송파구가락동,"37.4930992522183,127.118262745146"
서울,5/15,코로나19송파구보건소선별진료소,서울송파구신천동29-5,"37.5145795416534,127.10655565199299"
서울,5/11,화랑대역6호선,서울노원구공릉동59,"37.6198415528121,127.08354407564"
서울,5/12,화랑대역6호선,서울노원구공릉동59,"37.6198415528121,127.08354407564"
서울,5/13,화랑대역6호선,서울노원구공릉동59,"37.6198415528121,127.08354407564"
서울,5/14,노원을지대학교병원,서울노원구하계동280-1,"37.63649432146963,127.06993885580515"
서울,5/13,"서울호서직업전문학교3관	",서울강서구등촌동680-1,"37.5630038074264,126.839997509268"
서울,5/13,발산역5호선,서울강서구마곡동724-3,"37.55867954833949,126.83773866658798"
대구,5/13,마천산,대구달성군다사읍이천리,"35.885568941436105,128.45798677682413"
대구,5/15,코로나19서구보건소선별진료소,대구서구평리동1230-9,"35.8722258229753,128.5593290491632"
서울,5/15,강북삼성병원,서울종로구평동60,"37.56850663657661,126.96792107169"
서울,5/10,GS25봉천한가온점,서울관악구봉천동41-538,"37.4844632604011,126.952697626474"
서울,5/11,원조감자탕,서울서대문구창천동62-63,"37.5564342280717,126.93511459777599"
서울,5/11,노브랜드버거신촌역점,서울서대문구창천동72-14,"37.55630776111531,126.93452167231202"
서울,5/12,1943신촌점,서울서대문구창천동57-31,"37.55749754834025,126.9353762451197"
서울,5/12,리코스타코인노래연습장이대점,서울서대문구대현동27-33,"37.55884593416749,126.94335642719402"
서울,5/14,아우네분식,서울서대문구창천동31-40,"37.5574188161751,126.93639942706501"
서울,5/13,홈런마트,서울강동구천호동399-4,"37.5424697474018,127.12939353536402"
서울,5/13,올리브약국,서울마포구노고산동57-12,"37.55536037373291,126.93535998299"
서울,5/13,청진동해장국신촌점,서울마포구노고산동57-20,"iShicho,hoversoup"
서울,5/13,신촌연세이비인후과의원신촌점,서울마포구노고산동57-59,"37.5552738432989,126.935296680808"
서울,5/14,합정역2호선,서울마포구합정동420,"37.549912260593906,126.91445632946201"
서울,5/14,망원한강공원,서울마포구망원동205-4,"37.551724545901806,126.900027640945"
서울,5/14,육전면사무소합정교보문고점,서울마포구합정동472,"37.54993940757431,126.912161312302"
서울,5/7,GS수퍼마켓서초점,서울서초구반포동30-25,"37.502900849328014,127.01218644358"
경기,5/15,식골공원,경기고양시일산동구풍동,"37.6704027850738,126.796404967208"
충북,5/15,코로나19한국병원선별진료소,충북청주시상당구영운동158-11,"36.619439242146,127.496577926131"
충북,5/17,코로나19서원보건소선별진료소,충북청주시서원구사직동888,"36.63765791687024,127.47023708257993"
충북,5/17,충청북도청주의료원,충북청주시서원구사직동554-6,"36.64029699525208,127.47327783135803"
대구,5/14,함지산,대구북구노곡동,"35.924740259830614,128.5708493159212"
대구,5/15,코로나19서구보건소선별진료소,대구서구평리동1230-9,"35.8722258229753,128.5593290491632"
대구,5/17,서울특별시서울의료원,서울중랑구신내동316,"37.6128675208202,127.09809248467599"
경기,5/18,강남병원,경기용인시기흥구신갈동65,"37.2737382071044,127.11143447835217"
경기,5/9,메리트관광나이트클럽,경기부천시상동538-7,"37.50612630481,126.75614547372199"
경기,5/10,메리트관광나이트클럽,경기부천시상동538-7,"37.50612630481,126.75614547372199"
경기,5/10,부평역1호선,인천부평구부평동738-21,"37.4894490429055,126.72433108861799"
인천,5/14,SK행복충전인천터미널충전소,인천연수구선학동8-1,"37.4383265417417,126.70378162465398"
인천,5/17,SK행복충전인천터미널충전소,인천연수구선학동8-1,"37.4383265417417,126.70378162465398"
인천,5/6,국수마루,경기고양시덕양구주교동583-3,"37.65981342979191,126.834943915582"
서울,5/13,명품청기와감자탕개봉점,서울구로구개봉동126-30,"37.50207830983181,126.848297423513"
서울,5/17,코로나19구로구보건소선별진료소,서울구로구구로동109-4,"37.50010474874909,126.889356370537"
서울,5/19,삼성서울병원,서울강남구일원동50,"37.488099976709194,127.08537363281599"
대구,5/17,코로나19북구보건소선별진료소,대구북구침산동521-2,"35.891877880973105,128.58889797218524"
경기,5/18,코로나19군포시보건소선별진료소,경기군포시부곡동770-1,"37.333150277208595,126.925964063613"
경기,5/19,코로나19성남시의료원선별진료소,경기성남시수정구태평동3309,"37.44498428779222,127.13905704599802"
경기,5/18,코로나19동안구보건소선별진료소,경기안양시동안구비산동1111,"37.3930351643306,126.95205046262001"
경기,5/19,경기도의료원수원병원,경기수원시장안구정자동886-9,"37.29185913925371,126.99637759217902"
경기,5/19,코로나19권선구보건소선별진료소,경기수원시권선구탑동910,"37.25874424014351,126.97112812016601"
경기,5/15,자쿠와,경기안양시만안구안양동674-261,"37.398519641496705,126.92298151759202"
인천,5/6,진PC,인천미추홀구학익동260-27,"37.4438048222273,126.664389248606"
인천,5/11,진PC,인천미추홀구학익동260-27,"37.4438048222273,126.664389248606"
인천,5/15,토지금고시장,인천미추홀구용현동617-70,"37.451445419616505,126.637846098083"
인천,5/16,토지금고시장,인천미추홀구용현동617-70,"37.451445419616505,126.637846098083"
인천,5/18,코로나19옹진군보건소선별진료소,인천미추홀구용현동627-608,"37.44682316288372,126.636352930511"
인천,5/13,인하대역수인선,인천미추홀구용현동664-13,"37.4483386165197,126.649763418519"
인천,5/15,인하대역수인선,인천미추홀구용현동664-13,"37.4483386165197,126.649763418519"
인천,5/13,홍대입구역2호선,서울마포구동교동192-5,"37.556870744887306,126.923778562273"
인천,5/13,계양역인천1호선,인천계양구귤현동451-475,"37.57151780668119,126.73633569578298"
인천,5/13,작전역인천1호선,인천계양구작전동878,"37.53027109528921,126.72256082735099"
인천,5/15,작전역인천1호선,인천계양구작전동878,"37.53027109528921,126.72256082735099"
인천,5/17,작전역인천1호선,인천계양구작전동878,"37.53027109528921,126.72256082735099"
인천,5/18,갈산역인천1호선,인천부평구갈산동187,"37.51711772609849,126.721550773775"
인천,5/18,인하대역수인선,인천미추홀구용현동664-13,"37.4483386165197,126.649763418519"
인천,5/18,코로나19미추홀구보건소선별진료소,인천미추홀구도화동357-1,"37.46109730656191,126.67744386263398"
인천,5/19,인천광역시의료원,인천동구송림동318-1,"37.4788434212658,126.668610185659"
인천,5/18,코로나19옹진군보건소선별진료소,인천미추홀구용현동627-608,"37.44682316288372,126.636352930511"
인천,5/16,오이도역4호선,경기시흥시정왕동878,"37.36170269464333,126.73840352940697"
인천,5/16,안산역4호선,경기안산시단원구원곡동357-2,"37.32701305754271,126.788881942392"
인천,5/16,연수역수인선,인천연수구연수동589,"37.417927082813605,126.678747463037"
경기,5/9,메리트관광나이트클럽,경기부천시상동538-7,"37.50612630481,126.75614547372199"
경기,5/10,미스사이공경안점,경기광주시역동8-19,"37.408141324984506,127.25831962132402"
경기,5/10,광주식자재마트,경기광주시역동8-2,"37.40805257460309,127.257700345319"
경기,5/10,이프라자공차,경기광주시경안동25-3,"37.409428793504716,127.261229193783"
경기,5/11,이프라자공차,경기광주시경안동25-3,"37.409428793504716,127.261229193783"
경기,5/15,코로나19부천시보건소선별진료소,경기부천시중동1119,"37.49426726363681,126.78096681069898"
경기,5/15,강변역2호선,서울광진구구의동546-6,"37.53511803859751,127.094741101863"
경기,5/16,컴포즈커피광주경안점,경기광주시경안동32-1,"37.4092020220801,127.25822838303002"
서울,5/20,코로나19강동구보건소선별진료소,서울강동구성내동541-2,"37.529268770502796,127.125614688949"
충남,5/19,코로나19서산의료원선별진료소,충남서산시석림동568-5,"36.775536388359306,126.465168683897"
충남,5/20,충청남도천안의료원,충남천안시동남구삼룡동41-13,"36.775662953392526,127.1791525314296"
인천,5/20,가천대길병원,인천남동구구월동1198,"37.45207672168409,126.70916126888439"
인천,5/20,인하대병원,인천중구신흥동3가7-206,"37.4588334876626,126.63427046665801"
인천,5/9,서울휘트니스인천점,인천연수구연수3동578-1,"37.4166798511321,126.68401238307402"
인천,5/16,IT'PC방,인천미추홀구용현동557-1,"37.45620586334031,126.64123191978999"
인천,5/16,샘스터디카페,인천미추홀구용현동568-1,"37.45673945827179,126.641297185127"
인천,5/17,IT'PC방,인천미추홀구용현동557-1,"37.45620586334031,126.64123191978999"
인천,5/19,이스포츠아레나PC,인천미추홀구용현동627-410,"37.4502059870787,126.63328630719"
인천,5/19,코로나19옹진군보건소선별진료소,인천미추홀구용현동627-608,"37.44682316288372,126.636352930511"
서울,5/19,신내과의원,서울양천구신월2동509-2,"37.522505078596396,126.844921194376"
서울,5/19,소중한약국,서울양천구신월동509-1,"37.5224435371539,126.84471317473499"
서울,5/19,코로나19양천구보건소선별진료소,서울양천구신정동321-5,"37.51758961601391,126.86585783942898"
서울,5/17,제로100PC,서울성동구하왕십리동966-11,"37.5627401274128,127.032569939545"
서울,5/18,제로100PC,서울성동구하왕십리동966-11,"37.5627401274128,127.032569939545"
서울,5/19,코로나19동작구보건소선별진료소,서울동작구상도동176-3,"37.50444959442251,126.94111300416901"
인천,5/10,큐비카락볼링센터,인천연수구청학동496-5,"37.41760629955661,126.67741584456502"
경기,5/16,복명가함흥냉면,경기이천시장호원읍장호원리72-11,"37.11560076266808,127.63263782949977"
경기,5/17,복명가함흥냉면,경기이천시장호원읍장호원리72-11,"37.11560076266808,127.63263782949977"
경기,5/20,마석엘리트의원,경기남양주시화도읍마석우리541-1,"37.658277966697376,127.30069845558472"
경기,5/18,마석엘리트의원,경기남양주시화도읍마석우리541-1,"37.658277966697376,127.30069845558472"
경기,5/20,한양대학교구리병원,경기구리시교문동249-1,"37.6013049765357,127.13238531862399"
경기,5/20,성남시의료원,경기성남시수정구태평동3309,"37.445053152463494,127.138727193654"
서울,5/19,CU신월경창점,서울양천구신월동484-1,"37.52448053560481,126.84254597490401"
서울,5/18,경창약국,서울양천구신월동428-7,"Ld.,37.52449095364212"
서울,5/17,은혜교회,서울양천구신월동484-3,"37.524693996205215,126.843165461012"
인천,5/17,순우리감자탕,광주광산구월계동828-2,"35.213088217170196,126.842452991829"
인천,5/17,명가골프존,광주광산구비아동776-9,"35.22305883366014,126.83426587418094"
인천,5/17,컵오브커피첨단장고분점,광주광산구월계동826-8,"35.2123093478592,126.841683507419"
인천,5/16,와마트,인천서구청라동167-31,"37.532117923411235,126.65852259235463"
인천,5/18,와마트,인천서구청라동167-31,"37.532117923411235,126.65852259235463"
경기,5/18,더하우스,경기의왕시내손동755-3,"37.37913027979041,126.974252487774"
경기,5/18,세븐일레븐의왕내손점,경기의왕시내손동755-5,"37.379141183263656,126.97467475955935"
서울,5/5,정가네황태해장국,서울강동구천호동427-3,"37.5402188709485,127.124533236159"
서울,5/6,청원약국,서울강동구천호동425-3,"37.54035806407629,127.12581885709064"
서울,5/7,장원보쌈족발,서울강동구천호2동417-5,"37.540465569976604,127.126393842986"
서울,5/7,크린토피아2001아울렛천호점,서울강동구천호동563,"37.54126253067691,127.12594710701498"
서울,5/8,GS25천호한강점,서울강동구천호동425-3,"37.54047680757951,127.125995571647"
경기,5/15,청년다방수원천천점,경기수원시장안구천천동531,"37.29586575455113,126.98472913979833"
경기,5/15,이디야커피수원천천점,경기수원시장안구천천동527-7,"37.296200986166795,126.983077917056"
경기,5/15,투썸플레이스수원천천점,경기수원시장안구천천동527-3,"37.296557798184516,126.983086859874"
경기,5/16,CU곡반정소망점,경기수원시권선구곡반정동569-8,"37.23810300575931,127.02930577864399"
경기,5/16,버즈PC카페,경기수원시권선구세류동1120-11,"37.25190101487897,127.01896025171347"
경기,5/18,맑은샘내과의원,경기수원시권선구곡반정동556-2,"37.23903265401411,127.03022575892"
경남,5/18,서수원버스터미널,경기수원시권선구구운동925,"37.2827224932106,126.97010860019398"
경남,5/18,진주시외버스터미널,경남진주시장대동96-1,"35.1913200700484,128.08937666720303"
경남,5/21,경상남도마산의료원,경남창원시마산합포구장군동4가3-6,"Gyeosm-do,35.19917138155086"
경기,5/21,성남시의료원,경기성남시수정구태평동3309,"37.445053152463494,127.138727193654"
경기,5/12,유림수산,경기하남시풍산동256-2,"Ld.,37.547530145519204"
경기,5/13,유림수산,경기하남시풍산동256-2,"Ld.,37.547530145519204"
경기,5/14,유림수산,경기하남시풍산동256-2,"Ld.,37.547530145519204"
경기,5/15,유림수산,경기하남시풍산동256-2,"Ld.,37.547530145519204"
경기,5/16,유림수산,경기하남시풍산동256-2,"Ld.,37.547530145519204"
경기,5/18,유림수산,경기하남시풍산동256-2,"Ld.,37.547530145519204"
경기,5/19,유림수산,경기하남시풍산동256-2,"Ld.,37.547530145519204"
경기,5/20,유림수산,경기하남시풍산동256-2,"Ld.,37.547530145519204"
경기,5/20,코로나19하남시보건소선별진료소,경기하남시신장동520,"37.539082334037595,127.215529885574"
경기,5/13,화도우리교회,경기남양주시화도읍마석우리317-13,"37.654821080864004,127.304495587543"
경기,5/13,서울아산병원,서울송파구풍납동388-1,"37.5265649500895,127.108237966012"
경기,5/15,은혜교회,서울양천구신월동484-3,"37.524693996205215,126.843165461012"
경기,5/16,연세가정의학과,경기남양주시화도읍창현리765,"37.6469988559434,127.301305653462"
경기,5/13,화도우리교회,경기남양주시화도읍마석우리317-13,"37.654821080864004,127.304495587543"
경기,5/18,연세가정의학과,경기남양주시화도읍창현리765,"37.6469988559434,127.301305653462"
경기,5/20,연세가정의학과,경기남양주시화도읍창현리765,"37.6469988559434,127.301305653462"
인천,5/13,코로나19부평구보건소선별진료소,인천부평구부평동442-1,"37.49883370697678,126.724246834459"
인천,5/20,코로나19인천성모병원선별진료소,인천부평구부평동665-8,"37.48466787551891,126.72491851028"
경북,5/19,원평2동주민센터,경북구미시원평동56-4,"36.13088172022311,128.32583490834008"
경북,5/20,코로나19수성구보건소선별진료소,대구수성구중동266-5,"35.84459708798885,128.61240314587994"
