지역,일자,지명,주소,좌표
경기,6/8,왕약국,경기성남시수정구신흥3동3433,"37.4444944575324,127.144792320714"
경기,6/6,하늘김밥,경기성남시중원구하대원동143-1,"37.42896992726399,127.14917325599998"
경기,6/6,하나님의교회세계복음선교협회,경기성남시중원구하대원동154-17,"37.42787077570009,127.14910328652601"
경기,6/6,하늘김밥,경기성남시중원구하대원동143-1,"37.42896992726399,127.14917325599998"
경기,6/6,손큰할매순대국하대원점,경기성남시중원구하대원동131-12,"37.429957427032214,127.149184254204"
경기,6/7,성심정육점식당,경기성남시중원구성남동3340,"37.433125801699696,127.13379242283901"
경기,6/8,SC제일은행야탑역지점,경기성남시분당구야탑동360-1,"37.4134238482151,127.129211891848"
경기,6/8,풍천민물장어,경기성남시분당구서현1동248-4,"37.38608488465389,127.12434561209102"
경기,6/8,미다스텔레콤,경기성남시중원구성남동4123,"37.430102927727425,127.12971960761988"
경기,6/8,NH농협은행모란지점,경기성남시중원구성남동4168,"37.43156294509047,127.12855497640406"
경기,6/9,파리바게뜨분당서현점,경기성남시분당구서현동248-3,"37.386160270907006,127.124630290822"
경기,6/9,NH농협은행모란지점,경기성남시중원구성남동4168,"37.43156294509047,127.12855497640406"
경기,6/9,고향한식뷔페,경기성남시분당구서현동260-4,"37.38659537648971,127.122124209182"
경기,6/8,하나님의교회새노래선교센터,경기성남시수정구시흥동273-3,"37.41356654185329,127.10112137204501"
경기,6/9,하나님의교회새노래선교센터,경기성남시수정구시흥동273-3,"37.41356654185329,127.10112137204501"
경기,6/9,GS25성남시흥점,경기성남시수정구시흥동200-4,"37.422155498653694,127.10474351865099"
경기,6/8,상대원시장수라냉면본점,경기성남시중원구상대원동2986-7,"SdWoMrke,37.435982120326194"
서울,6/12,까리따스어린이집,서울서초구방배동3274,"37.474884941404504,126.984249627749"
서울,6/13,gf소아청소년과,서울서초구방배동1671,"37.48692222390779,126.98282694295"
경기,6/14,춘의주민지원센터,경기부천시춘의동171-56,"37.50268809557059,126.78590475464702"
대전,6/10,논뚜렁추어탕,대전서구괴정동127-12,"36.34002293463331,127.374958614217"
대전,6/11,논뚜렁추어탕,대전서구괴정동127-12,"36.34002293463331,127.374958614217"
대전,6/11,서용주헤어샵,대전유성구궁동461-7,"36.3605476917812,127.34142660420099"
대전,6/14,꿈꾸는교회,대전서구갈마동392-13,"36.344462970418306,127.3683129"
대전,6/13,아빠손칼국수,대전유성구덕명동597-9,"36.3482568387962,127.299303563003"
대전,6/15,오렌지타운사무실,대전서구괴정동423-4,"36.339882321406606,127.390721651652"
대전,6/16,오렌지타운사무실,대전서구괴정동423-4,"36.339882321406606,127.390721651652"
대전,6/13,농부애갈비노은점,대전유성구죽동599-2,"36.381657328874894,127.323080850686"
대전,6/15,이동규의원,대전서구탄방동707,"36.34809214634615,127.38708645892739"
서울,6/15,누리꿈서울아산내과의원,서울마포구상암동1605,"37.57933645302871,126.88989245033001"
서울,6/15,성산주유소,서울마포구성산동200-4,"37.567467456774196,126.90984521002392"
서울,6/12,서초삼성안과의원,서울서초구방배동1549,"37.48700150141791,126.98275003718702"
서울,6/12,까리따스어린이집,서울서초구방배동3274,"37.474884941404504,126.984249627749"
서울,6/13,gf소아청소년과,서울서초구방배동1671,"37.48692222390779,126.98282694295"
대전,6/14,바른몸의원,대전대덕구송촌동460-3,"36.36621343043236,127.43932132474806"
대전,6/14,법동성당,대전대덕구법동391-2,"36.374671010584095,127.425601835097"
대전,6/16,바른몸의원,대전대덕구송촌동460-3,"36.36621343043236,127.43932132474806"
대전,6/17,바른몸의원,대전대덕구송촌동460-3,"36.36621343043236,127.43932132474806"
대전,6/16,베스트이비인후과,대전대덕구송촌동460-3,"36.36623372278159,127.439194413308"
대전,6/17,베스트이비인후과,대전대덕구송촌동460-3,"36.36623372278159,127.439194413308"
대전,6/16,유진약국,대전대덕구송촌동460-3,"36.36623732738944,127.43919443356612"
대전,6/16,글로리약국,대전중구오류동187-6,"36.32765975679301,127.40557098491799"
대전,6/17,글로리약국,대전중구오류동187-6,"36.32765975679301,127.40557098491799"
대전,6/16,코스모내과,대전중구오류동187-6,"36.32759128361771,127.40556617522502"
대전,6/17,코스모내과,대전중구오류동187-6,"36.32759128361771,127.40556617522502"
대전,6/14,동산교회,대전유성구지족동608-7,"36.3890222508994,127.309254753802"
전북,6/14,조이룸카페,전북전주시완산구고사동206-2,"35.820194504185494,127.14487880394"
전북,6/15,두끼떡볶이전주객사점,전북전주시완산구고사동96-1,"35.819612052632344,127.14507582314234"
서울,6/14,골든타이,서울송파구방이동171-4,"37.51469694949661,127.119450556946"
서울,6/14,현대정육점,서울송파구석촌동254-5,"37.49965341013924,127.10463906602844"
서울,6/15,프리제헤어본점,서울송파구삼전동133-17,"37.50281724753171,127.096763103578"
대전,6/15,열매노인요양원,대전서구복수동922,"36.2962130386256,127.380074702497"
대전,6/16,열매노인요양원,대전서구복수동922,"36.2962130386256,127.380074702497"
대전,6/17,열매노인요양원,대전서구복수동922,"36.2962130386256,127.380074702497"
대전,6/16,TR이노베이션침향,대전중구오류동154-4,"36.32222356176526,127.41040828054733"
대전,6/17,TR이노베이션침향,대전중구오류동154-4,"36.32222356176526,127.41040828054733"
대전,6/15,그곳에,대전유성구갑동387-131,"36.36275991438219,127.29586937109401"
대전,6/17,계룡산온천사우나찜질방,충남공주시반포면학봉리923,"36.3655881150026,127.25253998879701"
서울,6/16,인제대학교서울백병원,서울중구저동2가85,"37.565050643045105,126.98883967451602"
경기,6/18,코로나19남양주보건소선별진료소,경기남양주시다산동3159-7,"37.610500142345956,127.1711727565189"
